text,label
"Please avoid this movie at all costs. This is without a doubt, the worst movie I've ever seen. Most movies have at least one redeeming value. This has none. Totally horrible!",0
I bought this movie and after I watched it I decided that I did not care for it. The acting was BAD. Was the principal a robot? He had no personality and his facial expression didn't change through the whole movie. At times the voices didn't match up. People talking and their lips didn't even move.,0
"This movie tells the tender tale of a demented scientist who, after his fiance is decapitated, goes around ogling strippers so that he can find a suitable body to attach her noggin to. Everyone in this movie exudes more slime than a snail, particularly our protagonist.",0
"A surprising misfire from the usually reliable Larry Cohen (God Told Me Too, Q, etc.), Full Moon High tries so hard to be funny and fails miserably, even with decent turns by Ed McMahon(!) and Kenneth Mars. Alan Arkin looks embarrassed throughout his performance and son Adam simply looks numb. This makes Teen Wolf look like a comedy classic.",0
"Certainly one of the dozen or so worst movies ever released in any form, featuring a bizarrely abominable performance by Rain Joan of Arc Phoenix (River's sister, inevitably), as Bonanza Jellybean plus inconceivably awful voiceover narration by Tom Robbins, the author of the novel, which had/retains its peculiar sweet/loopy charms.",0
"When it comes to movies, I am generally easily entertained and not very critical, but must say that this movie was one big flop from the start. I gave it 30 minutes and then rewound it. What a waste of some great talent! I was very disappointed with this movie, as it was not what I expected.",0
This movie stinks. The stench resembles bad cowpies that sat in the sun too long. I can't believe that so many talented actors wasted their time making such a hopelessly awful film. Whew!,0
"This movie had a good story, but was brought down because it didn't have enough horror film elements and violence. It was like watching a live action cartoon. It would of been better if this story is what they planned from the start of the first movie so they could of played seeds for where the series was going.",0
"A dreary, hopelessly predictable film set in a most unpleasant setting (lower Coachella Valley). Acting is as amateurish as any I've seen. Looks like a screenwriting 101 script. However, it does function as a great sedative.",0
I wouldn't rent this one even on dollar rental night.,0
"The acting may be okay, the more u watch this movie, the more u wish you weren't, this movie is so horrible, that if I could get a hold of every copy, I would burn them all and not look back, this movie is terrible!!",0
"After eight Moto films the series had run its course, as this last entry demonstrates. Peter Lorre was clearly weary of trying to pump some sort of human interest and entertainment value into the wispy character of Moto, and the dreadful idea of pairing him with a ""funny"" British sidekick utterly defeats all his efforts here.",0
I know that the real story of Little Richard is a lot more thrilling than this maudlin and thoroughly average biopic. But then producer Little Richard was probably too reluctant to bring to light any sordid details of his life and just gave us a forgettable facsimile of his career highlights from the 50s and 60s.,0
"What happens when an army of wetbacks, towelheads, and Godless Eastern European commies gather their forces south of the border? Gary Busey kicks their butts, of course. Another laughable example of Reagan-era cultural fallout, Bulletproof wastes a decent supporting cast headed by L Q Jones and Thalmus Rasulala.",0
"I've seen about 820 movies released between 1931-39, and THE INFORMER is the worst major release I've seen from that time span. Awful, despicable, unpleasant, unhappy, unredeemable saga of a complete Loser. Watch a 1934 B Western instead.",0
"Despite its interesting premise, 'Sniper' is quite tedious. With a tighter script and sharper directing it could have been electrifying; instead it plods along with little tension.",0
This movie is not for the faint or weak of heart. It couldn't decide if it was going to be porn or legit. It was neither one. It was just bad. There was nothing in this movie to make me want to see anything else made by these people again.,0
"Another movie to suffer without an adventure to run, no enigma to solve. Just an illness man, acting like an animal. No a good reason to take this journey. Pitt and Lewis are great actors; magnificent Michelle Forbes but a weak David Duchovny performance...",0
"The final pairing of Nelson Eddy and Jeanette MacDonald is basically a complete misfire.The script is weak and has been presented badly.The film just has no life in it.Eddy and MacDonald would have been better off just making a filmed concert for their final pairing.There's nothing wrong with their singing,its just everything else in this turkey thats overcooked.",0
"Conventional wisdom is that a sequel is seldom as good as the original movie. There are occasional exceptions, but this is NOT one of them. Disney should have quit while they were ahead. This was a real disappointment after a reasonably entertaining 101 Dalmatians.",0
"My 10-year-old daughter, Alexandra, writes:<br /><br />I thought it was very boring, and I thought it was just a repeat of stuff from ""101 Dalmatians."" I couldn't wait for the movie to end. The best part was the credits at the beginning - they were cute and well done. The rest of the film is not worth watching. Thank you.",0
"Annoying, static comedy with a painfully miscast Peter Sellers as a smarmy, self-centered Casanova who always has his way with the ladies. A major blemish on Sellers' filmography, and, even worse, a film that seems to have been made solely to satisfy the ego of its star. (*)",0
"I have no clue as to what this was shot on but you can definitely tell that they had no budget. Bad acting, horrible cinematography, and lame plot and some decent special effects do not make a good movie. The WWF style cinemtography will make you cry...where's the tripod?! The filmakers aimed high, but sorely missed their mark.",0
"Richard Farnsworth is one of my favorite actors. He usually gives solid performances, such as in The Straight Story, and The Grey Fox. He also does fairly well here, but the rest of the film suffers from a low budget, poor writing, and so-so photography. The Miller-Movie formula gives it a 4. Richard gets a 5.",0
"In Theodore Rex poor Whoopi Goldberg is set up as a tough police cop who gets to work with a pathetic dinosaur on a case. The movie tries to be funny, and tries to make a story about abductions and more but it never works. The movie is far from funny, and the story is ridiculous. I voted 1/10",0
"This is hands down the worst movie of all time. A combination of Whoopie Goldberg (the worst actress/person in history) and a talking dinosaur ala Jar-Jar-Binks add up to a painfully bad movie. That was an understatement. This movie is unwatchable. For the love of God, do not watch this movie.",0
"This is simply the worst movie I've ever seen. Neither of the three central characters has any charm, and Erika's good looks aren't enough to carry the film. The lamest plot I've ever had inflicted upon me. Also the most unconvincing military comedy ever. Why did they bother?",0
"Its hard to make heads or tails of this film. Unless you're well oiled and in the mood to mock, don't view Santa Claus. It mixes Santa, Satan, Merlin, and moralizing in a most unappetizing way. It certainly is not for fretful children.",0
"This movie was amazingly bad. I don't think I've ever seen a movie where every attempt at humor failed as miserably. Let's see...the acting was pathetic, the ""special effects"" where horrible, the plot non-existant...that pretty much sums up this movie.<br /><br />",0
"I can count (on one hand) the number of good movies starring Joe Don Baker. This is not one of them.<br /><br />Interminable chase scenes, dim-witted dialogue, and terrible lapses in continuity made this movie a prime choice for getting the send-up on MST3K.<br /><br />And that is the only way I was able to watch this...",0
"From the Star of ""MITCHELL"", From the director of ""Joysticks"" and ""Angel's Revenge""!!! These are taglines that would normally keep me from seeing this movie. And the worst part is that all the above mentioned statements are true!!! Ugghhh... Joe Don Baker eats every other five minutes in this film. It's like a bad remake of ""Coogan's Bluff""",0
"I didn't think it would be possible for Joe Don Baker to make a movie as bad as his stinkbomb 'Mitchell', but this one succeeds.<br /><br />I wouldn't recommend this if you're a fan of Joe Don Baker's MUCH better work. But,if you like to watch fat guys sweat and really, really drawn out gun fights, you'll love this movie.",0
"Great movie - especially the music - Etta James - ""At Last"". This speaks volumes when you have finally found that special someone.",0
This is supposed to be well-researched and based on fact. How come therefore that it's so packed with McGovernisms. Did the people of Derry live in some kind of bizarre Philip K. Dick world in which reality was uncannily like Cracker/ Liam/ Priest? Or is McGovern an idle hack who just keeps repeating hims,0
"Shallow, shallow script ...stilted acting ...the shadows of boom mikes lingering over the actors' heads in scenes ...worth watching because Kate Mulgrew plays the most selfish mother in TV movie history and it's all before Ben Affleck got his teeth capped.",0
Hobgoblins is a very cheap and badly done Gremlins rip-off. That's the best thing one can say about this stinkpile. Pretty much everyone in the cast was chosen for their looks and not their acting ability. It was very painful to watch.<br /><br />Avoid this one at all costs.,0
"... Bad at being intentionally bad...<br /><br />This little gem shot straight onto the MST3k big screen. While it's obvious the movie isn't trying to be taken seriously (Hopefully that their goal, anyway...), the movie is still plain bad. Hell, it makes Leprechaun In Space look big budgeted...<br /><br />In short: Paint my muscle car prune colored!",0
"Like too many recent British films, this one takes a great cast and gives them a flimsy, cliched script to work with. The performances save it from total disgrace, and it has some charm but it certainly didn't make me laugh. Where are all the great British writers hiding?",0
It feels like swedish movies are trying to become more american and I just don´t get it. In this movie the performance of some of the actors is horrible and the script is nothing special. Don´t waste your time!,0
"Well, sorry for the mistake on the one line summary.......Run people, run!! This movie is an horror!! Imagine! Gary Busey in another low budget movie, with an incredibly bad scenario...isn't that a nightmare? No (well yes), it is Plato's run...........I give it * out of *****.",0
"This snarky, homophobic thing was dated in 1976. It seems particularly mean-spirited now, filled with gay stereotypes, and characters that are meant to be laughed at, rather than with. Redd Foxx does his standard schtick, Michael Warren at least tries to bring humanity to a one dimensional character, and Pearl--Pearl what were you thinking--? Pearl Bailey deserves far better.",0
"Fantastically putrid. I don't mean to imply above that only a few people should avoid ""Doc Savage."" Almost every demographic group would be bored by this trivial, TV-movie-quality production. It's a little like the 60's ""Batman"" TV series, except it's not funny. Even accidentally. You're better off taking a nap.",0
"Play Mystery Theater 3000 at home with your friends! Rent this movie for the laughs! The acting is poor, the sounds is terrible and the fights are ridiculously unbelievable. I thought the movie was a joke until I looked it up on IMBD. I can't wait to rent the sequel, China O'Brien II.",0
Too bad Chuck Norris has gone to TV. He made some good movies before he hit TV. This is a typical TV movie intended to pass the time. Unfortunately it wastes Chuck's talent as an actor. I hope he returns to the big screen some day.,0
this movie is the worst ive seen.. nicole kidman really dissapointed me.. this movie has nothing. i would not watch it again even if it were the last movie on earth. great actors but bad script.,0
"Nothing in this film interested me. I thought the actors were asleep while they were performing. That's not laid-back Stanislofsky method, that's just walking-through and saying lines, I'm afraid. Kidman's performance is sad. The story is, however, mildly entertaining if you want to put up with the bad acting.",0
The script for this movie was probably found in a hair-ball recently coughed up by a really old dog. Mostly an amateur film with lame FX. For you Zeta-Jones fanatics: she has the credibility of one Mr. Binks.,0
"This movie was so predictable. Its a complete rip off of those, ""I was abused by daddy I'm gonna kill women"" movies. Stupid scenes, bad acting, unoriginal storyline, really low budget piece of crap film.<br /><br />Don't waste your time people. Trust me.<br /><br />My rating: 0/5.0",0
"If there was a scale below 1, it would get a -10, following in the footsteps of Godspell. The acting (if there was such a thing) was atrocious, the plot in shambles. And Rene Russo was sickeningly sweet in her role, enough to make a person retch. Ten thumbs down for a dumb movie. Saving grace: kudos for era costuming.",0
"Once again, Pia Zadora, the woman who owes her entire career to her husband, proves she can't act. This disaster of a film butchers the Harold Robbins novel. Ray Liotta must have been hogtied and carried to the set to appear in this one.<br /><br />Avoid this at all costs. I doubt even doing the MST3K thing would save it.",0
"This is absolutely the worst trash I have ever seen. When I saw it in the theater (arghhh!), it took 15 full minutes before I realized that what I was seeing was the feature, not a sick joke!",0
"Once in a while, a movie will sweep along that stuns you, draws you in, awes you, and, in the end, leaves you with a renewed belief in the human race from the artistry form. This is not it. This is an action movie that lacks convincing action. It stinks. Rent something else.",0
"Rip off of ""Scream"" or especially ""I know what you did last summer"", there's some entertainment here, and a little scary, but they needed some originality.<br /><br />An entertainment score? 6.5/10 Overall? 5.5/10",0
"irritating, illogical flow of events. pretty much every joke is so simple that it can hardly be regarded as one. no wonder the cinema was empty and people actually walked away, yes away. I stayed, since I was enjoying a wonderful ice-cream with nuts during the whole movie.",0
"I was in physical pain watching the eyes of the cast as they participated in this sham. Bad dialogue, worse (worst) acting, lifeless all the way, and the cast knew it. The two preceding movies which this attempted to copy had life, sparkle, and were captivating.",0
"Time travel is a fun concept, and this film gives it a different slant. I got a kick out of Captain Billingham, one of the more down-to-earth characters, who was just not having a good day. Ordinarily, I don't choose to watch horror films, but this is an exception. Good story, excellent acting.",0
"Some good movies keep you in front of the TV, and you are dying to see the result.<br /><br />This movie does not have highs and lows. It simply describes a young girl's family life in Africa. People come and go, the weather and the background are all the same.<br /><br />",0
"This film is a travesty, and isn't fit to keep company with the superior original. The plot is an absolute mess, and the film is way too long. Everytime they're struggling, they desperately inject a sentimental reminder from the first film.<br /><br />""Gregory's Girl"" is one of the top 10 British films of all time, this one is awful.",0
